2.039999999999999858e+01,2.060000000000000142e+01,2.119999999999999929e+01,2.039999999999999858e+01,1.939999999999999858e+01
1.880000000000000071e+01,2.050000000000000000e+01,1.950000000000000000e+01,1.860000000000000142e+01,1.850000000000000000e+01
1.800000000000000000e+01,2.050000000000000000e+01,1.880000000000000071e+01,1.900000000000000000e+01,1.880000000000000071e+01
1.760000000000000142e+01,2.039999999999999858e+01,1.775000000000000000e+01,1.860000000000000142e+01,1.839999999999999858e+01
1.825000000000000000e+01,1.880000000000000071e+01,1.739999999999999858e+01,1.860000000000000142e+01,1.775000000000000000e+01
1.780000000000000071e+01,1.839999999999999858e+01,1.700000000000000000e+01,1.800000000000000000e+01,1.775000000000000000e+01
1.780000000000000071e+01,1.919999999999999929e+01,1.760000000000000142e+01,1.800000000000000000e+01,1.760000000000000142e+01
1.719999999999999929e+01,1.919999999999999929e+01,1.719999999999999929e+01,1.880000000000000071e+01,1.819999999999999929e+01
1.719999999999999929e+01,1.900000000000000000e+01,1.739999999999999858e+01,1.839999999999999858e+01,1.733333333333333215e+01
1.780000000000000071e+01,1.850000000000000000e+01,1.680000000000000071e+01,1.900000000000000000e+01,1.780000000000000071e+01
1.780000000000000071e+01,1.839999999999999858e+01,1.660000000000000142e+01,1.900000000000000000e+01,1.860000000000000142e+01
1.780000000000000071e+01,1.825000000000000000e+01,1.660000000000000142e+01,1.850000000000000000e+01,1.700000000000000000e+01
1.780000000000000071e+01,1.900000000000000000e+01,1.639999999999999858e+01,1.839999999999999858e+01,1.775000000000000000e+01
1.660000000000000142e+01,1.880000000000000071e+01,1.639999999999999858e+01,1.939999999999999858e+01,1.819999999999999929e+01
1.680000000000000071e+01,1.800000000000000000e+01,1.580000000000000071e+01,1.900000000000000000e+01,1.819999999999999929e+01
1.680000000000000071e+01,1.780000000000000071e+01,1.619999999999999929e+01,1.880000000000000071e+01,1.800000000000000000e+01
1.639999999999999858e+01,1.725000000000000000e+01,1.580000000000000071e+01,1.860000000000000142e+01,1.800000000000000000e+01
1.619999999999999929e+01,1.625000000000000000e+01,1.639999999999999858e+01,1.900000000000000000e+01,1.780000000000000071e+01
1.540000000000000036e+01,1.600000000000000000e+01,1.619999999999999929e+01,1.900000000000000000e+01,1.775000000000000000e+01
1.500000000000000000e+01,1.625000000000000000e+01,1.700000000000000000e+01,1.919999999999999929e+01,1.880000000000000071e+01
1.619999999999999929e+01,1.580000000000000071e+01,1.700000000000000000e+01,1.919999999999999929e+01,1.875000000000000000e+01
1.519999999999999929e+01,1.500000000000000000e+01,1.600000000000000000e+01,1.980000000000000071e+01,1.880000000000000071e+01
1.559999999999999964e+01,1.500000000000000000e+01,1.540000000000000036e+01,1.939999999999999858e+01,1.860000000000000142e+01
1.700000000000000000e+01,1.480000000000000071e+01,1.580000000000000071e+01,1.880000000000000071e+01,1.860000000000000142e+01
1.660000000000000142e+01,1.500000000000000000e+01,1.639999999999999858e+01,1.919999999999999929e+01,1.760000000000000142e+01
1.619999999999999929e+01,1.600000000000000000e+01,1.639999999999999858e+01,1.900000000000000000e+01,1.819999999999999929e+01
